"payload","length","attack_type","label"
"6239536280691962","16","norm","norm"
"a9tr8pfag4","10","norm","norm"
"6501","4","norm","norm"
"9a470ul0","8","norm","norm"
"gaudencio","9","norm","norm"
"clunes7@palodegolf.com.coop","27","norm","norm"
"25559456q","9","norm","norm"
"villamuriel de cerrato","22","norm","norm"
"5212720427288459","16","norm","norm"
"4s2cu8e44","9","norm","norm"
"parque san adrian, 196, 5h","26","norm","norm"
"torrija","7","norm","norm"
"4337","4","norm","norm"
"perih1lio","9","norm","norm"
"gervasio","8","norm","norm"
"young-kyun@forohh.cl","20","norm","norm"
"jose muoz san roman, s/n,","25","norm","norm"
"xavier","6","norm","norm"
"tarasca","7","norm","norm"
"c/ javea 57","11","norm","norm"
"22470","5","norm","norm"
"chabert","7","norm","norm"
"chinchintor","11","norm","norm"
"co01","4","norm","norm"
"gierasch.casini@goovitae.cu","27","norm","norm"
"13107","5","norm","norm"
"8230522127552712","16","norm","norm"
"silcula","7","norm","norm"
"juan de dios","12","norm","norm"
"oleilnikov_balasko@hostprofessional.ac","38","norm","norm"
"84996241v","9","norm","norm"
"villarejo-periesteban","21","norm","norm"
"47172","5","norm","norm"
"414rd7f132o","11","norm","norm"
"3614","4","norm","norm"
"e561o","5","norm","norm"
"culler castanyer","16","norm","norm"
"54925627v","9","norm","norm"
"c/ obispo alonso suarez, 163,","29","norm","norm"
"34347","5","norm","norm"
"6552399616832844","16","norm","norm"
"indis6r4cin","11","norm","norm"
"damacia","7","norm","norm"
"signoret@pisossantcugat.cat","27","norm","norm"
"78153384m","9","norm","norm"
"carpio de tajo, el","18","norm","norm"
"49280","5","norm","norm"
"mgi4a","5","norm","norm"
"7896","4","norm","norm"
"2isopada","8","norm","norm"
"berroteran","10","norm","norm"
"87258503e","9","norm","norm"
"carrera 55,","11","norm","norm"
"16311","5","norm","norm"
"9269450355652252","16","norm","norm"
"dra2atizar","10","norm","norm"
"algu chavarri","13","norm","norm"
"calle miguel lopez de legazpi, 48, 8f","37","norm","norm"
"50692","5","norm","norm"
"kipp","4","norm","norm"
"rob","3","norm","norm"
"juneho","6","norm","norm"
"retasac5n","9","norm","norm"
"torreblanca pujades","19","norm","norm"
"bellew@frioelectric.no","22","norm","norm"
"madrazo 115","11","norm","norm"
"sotalbo","7","norm","norm"
"ayyuce","6","norm","norm"
"broun_granlund@purplemoongrn.fi","31","norm","norm"
"tauro 34 7b","11","norm","norm"
"iznatoraf","9","norm","norm"
"0058041048086449","16","norm","norm"
"lor81a5o","8","norm","norm"
"ricard","6","norm","norm"
"61z","3","norm","norm"
"rigau amer","10","norm","norm"
"pogam@soycatalan.aq","19","norm","norm"
"orbita","6","norm","norm"
"6470509098489788","16","norm","norm"
"re681g48rdia","12","norm","norm"
"astor","5","norm","norm"
"glazar@x2.com.net","17","norm","norm"
"62746544z","9","norm","norm"
"guadalcanal","11","norm","norm"
"neils","5","norm","norm"
"servitje areggiani","18","norm","norm"
"rocheman@sindns.er","18","norm","norm"
"caada de los ingleses, 117,","27","norm","norm"
"cantoria","8","norm","norm"
"1059842916427607","16","norm","norm"
"fullum6","7","norm","norm"
"crast_litel@cortell.al","22","norm","norm"
"68689912k","9","norm","norm"
"oliva","5","norm","norm"
"45939","5","norm","norm"
"trixie","6","norm","norm"
"falerno","7","norm","norm"
"2a6in6rosa","10","norm","norm"
"poca urzagaste","14","norm","norm"
"infantes de carrion, 122","24","norm","norm"
"0858629096397391","16","norm","norm"
"c944i6a","7","norm","norm"
"rosset","6","norm","norm"
"calle teresa pamies i bertran 21,","33","norm","norm"
"santa maria de corc","19","norm","norm"
"papageno","8","norm","norm"
"511amasa","8","norm","norm"
"daren9","6","norm","norm"
"acimentarse","11","norm","norm"
"90660924f","9","norm","norm"
"av. carlos marx s/n","19","norm","norm"
"7309058964317313","16","norm","norm"
"lyle","4","norm","norm"
"el khouri hausdorf","18","norm","norm"
"darrieu@redstarz.sv","19","norm","norm"
"calle robregordo, 171 10-c","26","norm","norm"
"andratx","7","norm","norm"
"4296025977282656","16","norm","norm"
"revill5","7","norm","norm"
"rigby","5","norm","norm"
"pascuet landivar","16","norm","norm"
"45053569l","9","norm","norm"
"duende, 138,","12","norm","norm"
"40170","5","norm","norm"
"491vi06a5","9","norm","norm"
"35817134q","9","norm","norm"
"19432","5","norm","norm"
"reggis","6","norm","norm"
"p5nderativa","11","norm","norm"
"rurick5","7","norm","norm"
"par4u8i67t3","11","norm","norm"
"66702102d","9","norm","norm"
"comandante barja 84,","20","norm","norm"
"0227003559920538","16","norm","norm"
"tewksbur","8","norm","norm"
"rhys","4","norm","norm"
"rigand@suncorp.mk","17","norm","norm"
"c/ pontevedra 25, 6a","20","norm","norm"
"ferreruela","10","norm","norm"
"0720546534771199","16","norm","norm"
"coursdev","8","norm","norm"
"5966","4","norm","norm"
"dorene6","7","norm","norm"
"beiza ivanco","12","norm","norm"
"butts@maxtienda.na","18","norm","norm"
"pesquera, la","12","norm","norm"
"24152","5","norm","norm"
"akio","4","norm","norm"
"peng1in","7","norm","norm"
"segu san marful","15","norm","norm"
"knight_freihart@tresbrujas.qa","29","norm","norm"
"azorin, 167","11","norm","norm"
"cuevas labradas","15","norm","norm"
"semicopado","10","norm","norm"
"8903","4","norm","norm"
"m0nuta9","7","norm","norm"
"domingo","7","norm","norm"
"plaa gabriela mistral, 140","26","norm","norm"
"aldehuela del codonal","21","norm","norm"
"mcduffie","8","norm","norm"
"manganear","9","norm","norm"
"dabbas hurtado","14","norm","norm"
"76518142v","9","norm","norm"
"ajamil","6","norm","norm"
"0567191601469528","16","norm","norm"
"opopnaco","8","norm","norm"
"4599","4","norm","norm"
"cangrenarse","11","norm","norm"
"pablo de la cruz","16","norm","norm"
"jorey@20horas.ao","16","norm","norm"
"37200229y","9","norm","norm"
"piqueras","8","norm","norm"
"5359941637472612","16","norm","norm"
"sanidad","7","norm","norm"
"dalia","5","norm","norm"
"13061311w","9","norm","norm"
"c/ angel ochotorena, 132, 10?b","30","norm","norm"
"3309243329438501","16","norm","norm"
"darill","6","norm","norm"
"4909","4","norm","norm"
"mckibbon","8","norm","norm"
"rolanda","7","norm","norm"
"maynez giovannetti","18","norm","norm"
"16824275m","9","norm","norm"
"cuesta pizarro 12, 4?d","22","norm","norm"
"09737","5","norm","norm"
"4948118153450551","16","norm","norm"
"cer97708or7","11","norm","norm"
"montfort fiuza","14","norm","norm"
"51620770f","9","norm","norm"
"plza. euzkaltzandia 56 2-b","26","norm","norm"
"18670","5","norm","norm"
"5561938510666442","16","norm","norm"
"0nsu2iso","8","norm","norm"
"6622","4","norm","norm"
"pawley@santacruzdelvoto.vu","26","norm","norm"
"calle republique dominicana, 85","31","norm","norm"
"37340","5","norm","norm"
"6028275465209403","16","norm","norm"
"naca39","6","norm","norm"
"rodolfo","7","norm","norm"
"franey_travers@hayunmundoahifuera.br","36","norm","norm"
"07441681p","9","norm","norm"
"bolvir","6","norm","norm"
"45222","5","norm","norm"
"la_verne","8","norm","norm"
"diafragmar","10","norm","norm"
"chaddie","7","norm","norm"
"t4ne0r84oso","11","norm","norm"
"ramells lam","11","norm","norm"
"handy.leleu@chevrolet-volt.gob","30","norm","norm"
"parque barranco de coquin 67, 8?d","33","norm","norm"
"torres de barbus","16","norm","norm"
"saree","5","norm","norm"
"albuminmetro","12","norm","norm"
"maracaja@telogis.ad","19","norm","norm"
"do cotaredo, 147 9e","19","norm","norm"
"braden","6","norm","norm"
"8167","4","norm","norm"
"jazmn","5","norm","norm"
"eastman@beesmer.lu","18","norm","norm"
"calle virgen de covadonga, 32","29","norm","norm"
"iznate","6","norm","norm"
"5h5c8","5","norm","norm"
"ivonne","6","norm","norm"
"pap@evelin.com.ly","17","norm","norm"
"94629114f","9","norm","norm"
"47319","5","norm","norm"
"3123820484071721","16","norm","norm"
"inciertamente","13","norm","norm"
"7016","4","norm","norm"
"gauchaje","8","norm","norm"
"artigas girut","13","norm","norm"
"tharsis s/n 11?c","16","norm","norm"
"collado villalba","16","norm","norm"
"4085822319269290","16","norm","norm"
"roe","3","norm","norm"
"praxila","7","norm","norm"
"copleston-guerrasio@risiberia.ng","32","norm","norm"
"vertavillo","10","norm","norm"
"46714","5","norm","norm"
"dehoff","6","norm","norm"
"2o0eri23","8","norm","norm"
"anchia","6","norm","norm"
"s4pe9iorm9n8e","13","norm","norm"
"ronnback.pitre@pro-isfv.nc","26","norm","norm"
"trobos 39 4e","12","norm","norm"
"34126","5","norm","norm"
"steklasa","8","norm","norm"
"pa","2","norm","norm"
"botellas girbau","15","norm","norm"
"48999460f","9","norm","norm"
"plaza diego herrera lorenzo, 148 8?e","36","norm","norm"
"buky","4","norm","norm"
"champ","5","norm","norm"
"melucci","7","norm","norm"
"fnico","5","norm","norm"
"berba.andreguy4@campanasextractoras.sh","38","norm","norm"
"18653468p","9","norm","norm"
"segura","6","norm","norm"
"34870","5","norm","norm"
"17rgu1r7","8","norm","norm"
"warwicke@discon.mm","18","norm","norm"
"plza. carmelo solis, 78, 4?g","28","norm","norm"
"49123","5","norm","norm"
"espina796","9","norm","norm"
"1466","4","norm","norm"
"llompart maydana","16","norm","norm"
"rosic@faders.com.sn","19","norm","norm"
"calle alhondiga, 103, 12d","25","norm","norm"
"condado de castilnovo","21","norm","norm"
"7562939151589208","16","norm","norm"
"patchit","7","norm","norm"
"silde","5","norm","norm"
"moreras sort","12","norm","norm"
"77000029p","9","norm","norm"
"esperanza, 189 10-g","19","norm","norm"
"8049477483692914","16","norm","norm"
"petunia","7","norm","norm"
"6737","4","norm","norm"
"manica","6","norm","norm"
"sabino","6","norm","norm"
"porta aylagas","13","norm","norm"
"04277567g","9","norm","norm"
"sol, 153","8","norm","norm"
"9231205976119063","16","norm","norm"
"kirady","6","norm","norm"
"fany","4","norm","norm"
"nagel ordoes","12","norm","norm"
"60613075w","9","norm","norm"
"pasaje magistrado salvador barbera 136,","39","norm","norm"
"0278006961359320","16","norm","norm"
"ibarra","6","norm","norm"
"378","3","norm","norm"
"goodman4","8","norm","norm"
"vinaixa calleiros","17","norm","norm"
"juornneau@buscadordevideos.cr","29","norm","norm"
"becilla de valderaduey","22","norm","norm"
"07260","5","norm","norm"
"476en9o9na5","11","norm","norm"
"vartan","6","norm","norm"
"kosanovic@discon.cg","19","norm","norm"
"56702228y","9","norm","norm"
"belalczar","9","norm","norm"
"3348558480673240","16","norm","norm"
"he53e9ona","9","norm","norm"
"7860","4","norm","norm"
"cu2tre8a","8","norm","norm"
"gilmartin","9","norm","norm"
"travesia calleja encina, 199 11?d","33","norm","norm"
"09226","5","norm","norm"
"enumer24","8","norm","norm"
"carre mamani","12","norm","norm"
"c/ rio agreira 91","17","norm","norm"
"ametlla de mar, l'","18","norm","norm"
"4626512497808574","16","norm","norm"
"masini","6","norm","norm"
"1618","4","norm","norm"
"toba","4","norm","norm"
"brendel@esposo.com.lk","21","norm","norm"
"69671861p","9","norm","norm"
"0896066292331731","16","norm","norm"
"laruffa","7","norm","norm"
"muoz birosta","12","norm","norm"
"bond@tomorrow.com.hk","20","norm","norm"
"molina de aragn","15","norm","norm"
"2237912988616662","16","norm","norm"
"go1mador","8","norm","norm"
"2080","4","norm","norm"
"ma724-3ra","9","norm","norm"
"castells rel","12","norm","norm"
"07951538r","9","norm","norm"
"calle tulipanes 151, 9?d","24","norm","norm"
"paolo","5","norm","norm"
"7u4o84z1m07459","14","norm","norm"
"fabrs xamena","12","norm","norm"
"judson@ringringcargo.gl","23","norm","norm"
"32452","5","norm","norm"
"8704361418019051","16","norm","norm"
"ocelot","6","norm","norm"
"9285","4","norm","norm"
"!d12car3ad1ra","13","norm","norm"
"amelio","6","norm","norm"
"baxevanos@clubdeviaje.fk","24","norm","norm"
"c/ los mimbres, 31","18","norm","norm"
"33529","5","norm","norm"
"7385369805939657","16","norm","norm"
"15984899z","9","norm","norm"
"calle miguel hernandez, 195,","28","norm","norm"
"lacoste","7","norm","norm"
"h9erc5","6","norm","norm"
"lilah","5","norm","norm"
"i5sepulta","9","norm","norm"
"jahnen@hojadecalculo.com.mm","27","norm","norm"
"palanca 106,","12","norm","norm"
"5713340032825247","16","norm","norm"
"miron","5","norm","norm"
"fonolla calera","14","norm","norm"
"galligan@bijoubijoudiferente.vg","31","norm","norm"
"c/ montereria, 146 4d","21","norm","norm"
"odieta","6","norm","norm"
"7785029270305483","16","norm","norm"
"zylstra","7","norm","norm"
"2308","4","norm","norm"
"cruicksh","8","norm","norm"
"lerumeur@phd-photodecor.sj","26","norm","norm"
"07598778s","9","norm","norm"
"corrales de duero","17","norm","norm"
"37311","5","norm","norm"
"antnimo","7","norm","norm"
"alcolea","7","norm","norm"
"23752403g","9","norm","norm"
"calle oroya 191,","16","norm","norm"
"40370","5","norm","norm"
"7767845764116700","16","norm","norm"
"7919","4","norm","norm"
"saisho","6","norm","norm"
"sanguino terreno","16","norm","norm"
"alexandrova@soybueno.jo","23","norm","norm"
"corredoira dos cornos, 175 4-c","30","norm","norm"
"pastores","8","norm","norm"
"8513796211360261","16","norm","norm"
"briant","6","norm","norm"
"letemendia dou","14","norm","norm"
"19846981m","9","norm","norm"
"aliaguilla","10","norm","norm"
"22440","5","norm","norm"
"bayly","5","norm","norm"
"br8c99ma4290","12","norm","norm"
"selva","5","norm","norm"
"filomena","8","norm","norm"
"delavanti@brunoseguridad.by","27","norm","norm"
"28318850p","9","norm","norm"
"carceln","7","norm","norm"
"6210304125395954","16","norm","norm"
"canal saracho","13","norm","norm"
"tilden.auerbach4@cochesautomaticos.ru","37","norm","norm"
"carrer francoli. 195, 8?h","25","norm","norm"
"17840","5","norm","norm"
"xixian","6","norm","norm"
"94lp90ulo","9","norm","norm"
"chanco","6","norm","norm"
"i5bursa2i7","10","norm","norm"
"miremont@barnicesuv.th","22","norm","norm"
"09069193v","9","norm","norm"
"caleruega","9","norm","norm"
"19210","5","norm","norm"
"brewton","7","norm","norm"
"tr2cad4","7","norm","norm"
"soule terraza","13","norm","norm"
"pusit@marketingmunicipal.ro","27","norm","norm"
"aduna","5","norm","norm"
"9758111869432578","16","norm","norm"
"contrabasa","10","norm","norm"
"1347","4","norm","norm"
"deselectrizaci.n","16","norm","norm"
"leroy","5","norm","norm"
"valadao@salaparis.ls","20","norm","norm"
"03344221k","9","norm","norm"
"san fernando de henares","23","norm","norm"
"22880","5","norm","norm"
"m86uca","6","norm","norm"
"bertolda","8","norm","norm"
"collinson_butarinski@fernandosoto.il","36","norm","norm"
"calle alqueria de aznar 166","27","norm","norm"
"lue39","5","norm","norm"
"infiltracin","11","norm","norm"
"khalid","6","norm","norm"
"es2o135mie5to","13","norm","norm"
"bonfiglio cabanas","17","norm","norm"
"kops@estarencasa.bb","19","norm","norm"
"c/ mineria, 151 13?g","20","norm","norm"
"7545332607068950","16","norm","norm"
"panell portaneri","16","norm","norm"
"sayer@esbien.bi","15","norm","norm"
"madrid, 27","10","norm","norm"
"logroo","6","norm","norm"
"6537476325760255","16","norm","norm"
"pradeep","7","norm","norm"
"703","3","norm","norm"
"giorgi","6","norm","norm"
"danis","5","norm","norm"
"cabeza novella","14","norm","norm"
"79856305y","9","norm","norm"
"calle andres mellado, 83, 12-d","30","norm","norm"
"7771108702507095","16","norm","norm"
"wiele","5","norm","norm"
"liduea mediero","14","norm","norm"
"01370015c","9","norm","norm"
"08693","5","norm","norm"
"5815453075630332","16","norm","norm"
"dion0843co","10","norm","norm"
"6091","4","norm","norm"
"cotu3a","6","norm","norm"
"rueda canuda","12","norm","norm"
"47222830n","9","norm","norm"
"c/ josep ametller i vias, 93,","29","norm","norm"
"50227","5","norm","norm"
"5292453383315406","16","norm","norm"
"retocador","9","norm","norm"
"iracema","7","norm","norm"
"garzon6@mtos.ro","15","norm","norm"
"fray bernardino de sahagun, 116 9c","34","norm","norm"
"skedelsk","8","norm","norm"
"8id4o52ti97","11","norm","norm"
"arona","5","norm","norm"
"0g83ma7ora","10","norm","norm"
"minnelli-gorse@canovash.gf","26","norm","norm"
"81470918l","9","norm","norm"
"35212","5","norm","norm"
"4801521190112771","16","norm","norm"
"ve60u10","7","norm","norm"
"magalia","7","norm","norm"
"wong@hiperespaa.ly","18","norm","norm"
"45914021h","9","norm","norm"
"puebla de don fadrique","22","norm","norm"
"46740","5","norm","norm"
"symen","5","norm","norm"
"6.r9b05o","8","norm","norm"
"mellor","6","norm","norm"
"0a1q45tu9rt8","12","norm","norm"
"huffman@tobarisch.tt","20","norm","norm"
"74779691k","9","norm","norm"
"05298","5","norm","norm"
"6190977702118960","16","norm","norm"
